alpha_value 	 Set_number 	 Precision 	 Recall 	 FScore 	 Error 	 sky_Error 	 cloud_Error 
0.780000 	 32 	 0.953937 	 0.962662 	 0.958280 	 4.602080 	 2.552100 	 2.049980 
0.780000 	 33 	 0.687352 	 0.972025 	 0.805270 	 16.516880 	 15.534013 	 0.982867 
0.780000 	 34 	 0.811814 	 0.927208 	 0.865682 	 11.655654 	 8.706896 	 2.948758 
0.780000 	 35 	 0.973233 	 0.998838 	 0.985869 	 2.291014 	 2.198012 	 0.093002 
0.780000 	 36 	 0.996602 	 0.976913 	 0.986659 	 2.360888 	 0.297670 	 2.063219 
0.780000 	 37 	 0.990454 	 0.835439 	 0.906366 	 13.212609 	 0.616356 	 12.596253 
0.780000 	 38 	 0.877743 	 0.930341 	 0.903277 	 10.821488 	 7.038086 	 3.783402 
0.780000 	 39 	 0.756326 	 0.976014 	 0.852241 	 17.257589 	 16.034524 	 1.223065 
0.780000 	 40 	 0.973313 	 0.960244 	 0.966734 	 5.528990 	 2.202825 	 3.326165 
0.780000 	 41 	 0.984690 	 0.995336 	 0.989984 	 1.364082 	 1.048163 	 0.315918 
0.780000 	 42 	 0.984046 	 0.995615 	 0.989797 	 1.722584 	 1.354581 	 0.368003 
0.780000 	 43 	 0.952998 	 0.980009 	 0.966315 	 3.532143 	 2.498699 	 1.033444 
0.780000 	 44 	 0.927926 	 0.952844 	 0.940220 	 7.865112 	 4.804100 	 3.061012 
0.780000 	 45 	 0.976427 	 0.984021 	 0.980209 	 3.137576 	 1.875852 	 1.261724 
0.780000 	 46 	 0.997795 	 0.996392 	 0.997093 	 0.566531 	 0.214694 	 0.351837 
0.780000 	 47 	 0.996377 	 0.979736 	 0.987987 	 2.270770 	 0.339508 	 1.931262 
0.780000 	 48 	 0.995672 	 0.961099 	 0.978080 	 3.855510 	 0.373878 	 3.481633 
0.780000 	 49 	 0.993489 	 0.953113 	 0.972882 	 4.788064 	 0.562903 	 4.225161 
0.780000 	 50 	 0.963813 	 0.972721 	 0.968247 	 5.237038 	 2.997880 	 2.239157 
0.780000 	 51 	 0.983519 	 0.959637 	 0.971431 	 4.715264 	 1.343385 	 3.371879 
0.780000 	 52 	 0.934282 	 0.968574 	 0.951119 	 7.680989 	 5.256381 	 2.424607 
0.790000 	 1 	 0.875949 	 0.851725 	 0.863667 	 12.128792 	 5.440693 	 6.688099 
0.790000 	 2 	 0.776109 	 0.957944 	 0.857493 	 9.158445 	 7.948760 	 1.209684 
0.790000 	 3 	 0.930839 	 0.596336 	 0.726954 	 39.916330 	 3.947986 	 35.968344 
0.790000 	 4 	 0.890585 	 0.941551 	 0.915359 	 9.338060 	 6.203530 	 3.134530 
0.790000 	 5 	 0.973829 	 0.996504 	 0.985036 	 2.810845 	 2.486261 	 0.324584 
0.790000 	 6 	 0.855691 	 0.949537 	 0.900175 	 11.116399 	 8.452739 	 2.663661 
0.790000 	 7 	 0.874438 	 0.898008 	 0.886066 	 15.124756 	 8.445019 	 6.679737 
0.790000 	 8 	 0.703248 	 0.907015 	 0.792239 	 26.638166 	 21.431454 	 5.206712 
0.790000 	 9 	 0.732254 	 0.819877 	 0.773592 	 28.852544 	 18.023367 	 10.829176 
0.790000 	 10 	 0.941931 	 0.897804 	 0.919338 	 12.563512 	 4.413845 	 8.149667 
0.790000 	 11 	 0.890541 	 0.762681 	 0.821667 	 19.828959 	 5.614733 	 14.214225 
0.790000 	 12 	 0.948005 	 0.971249 	 0.959486 	 6.584827 	 4.276633 	 2.308194 
0.790000 	 13 	 0.977055 	 0.965336 	 0.971160 	 4.639377 	 1.834423 	 2.804954 
0.790000 	 14 	 0.884808 	 0.983296 	 0.931456 	 11.641325 	 10.297631 	 1.343694 
0.790000 	 15 	 0.963158 	 0.986804 	 0.974838 	 3.702857 	 2.743673 	 0.959184 
0.790000 	 16 	 0.977448 	 0.997172 	 0.987211 	 2.222041 	 1.978776 	 0.243265 
0.790000 	 17 	 0.843691 	 0.957486 	 0.896994 	 9.757918 	 7.871427 	 1.886492 
0.790000 	 18 	 0.981815 	 0.998051 	 0.989867 	 1.288552 	 1.165677 	 0.122875 
0.790000 	 19 	 0.996512 	 0.865189 	 0.926219 	 11.358195 	 0.249520 	 11.108676 
0.790000 	 20 	 0.863671 	 0.951439 	 0.905433 	 9.992624 	 7.551044 	 2.441580 
0.790000 	 21 	 0.896141 	 0.919740 	 0.907788 	 8.585664 	 4.897840 	 3.687824 
0.790000 	 22 	 0.888215 	 0.945813 	 0.916110 	 8.191853 	 5.629278 	 2.562575 
0.790000 	 23 	 0.833002 	 0.968545 	 0.895675 	 8.995409 	 7.741346 	 1.254063 
0.790000 	 24 	 0.966295 	 0.890529 	 0.926866 	 7.540404 	 1.666667 	 5.873737 
0.790000 	 25 	 0.996565 	 0.958145 	 0.976977 	 4.282337 	 0.313196 	 3.969141 
0.790000 	 26 	 0.964221 	 0.937097 	 0.950466 	 6.997760 	 2.491199 	 4.506561 
0.790000 	 27 	 0.984924 	 0.927127 	 0.955152 	 6.657624 	 1.085160 	 5.572464 
0.790000 	 28 	 0.702895 	 0.974890 	 0.816845 	 17.378707 	 16.380566 	 0.998141 
0.790000 	 29 	 0.959919 	 0.962642 	 0.961278 	 5.058415 	 2.621729 	 2.436686 
0.790000 	 30 	 0.850105 	 0.967717 	 0.905106 	 10.916183 	 9.179479 	 1.736704 
0.790000 	 31 	 0.914205 	 0.948055 	 0.930822 	 9.308836 	 5.877418 	 3.431419 
0.790000 	 32 	 0.953741 	 0.962737 	 0.958218 	 4.609549 	 2.563720 	 2.045830 
0.790000 	 33 	 0.690972 	 0.970971 	 0.807385 	 16.277054 	 15.257161 	 1.019893 
0.790000 	 34 	 0.816626 	 0.923767 	 0.866899 	 11.491087 	 8.402952 	 3.088135 
0.790000 	 35 	 0.973322 	 0.998838 	 0.985915 	 2.283541 	 2.190539 	 0.093002 
0.790000 	 36 	 0.997065 	 0.975892 	 0.986365 	 2.411211 	 0.256730 	 2.154481 
0.790000 	 37 	 0.990959 	 0.830281 	 0.903532 	 13.570877 	 0.579850 	 12.991026 
0.790000 	 38 	 0.879198 	 0.929366 	 0.903586 	 10.771895 	 6.935537 	 3.836358 
0.790000 	 39 	 0.759328 	 0.975184 	 0.853825 	 17.026359 	 15.760943 	 1.265415 
0.790000 	 40 	 0.974054 	 0.959287 	 0.966614 	 5.544170 	 2.137887 	 3.406283 
0.790000 	 41 	 0.984481 	 0.995504 	 0.989962 	 1.367347 	 1.062857 	 0.304490 
0.790000 	 42 	 0.983912 	 0.995625 	 0.989734 	 1.733334 	 1.366159 	 0.367176 
0.790000 	 43 	 0.955328 	 0.978936 	 0.966988 	 3.455338 	 2.366425 	 1.088914 
0.790000 	 44 	 0.928166 	 0.952639 	 0.940243 	 7.860120 	 4.785796 	 3.074325 
0.790000 	 45 	 0.976690 	 0.983862 	 0.980263 	 3.128373 	 1.854099 	 1.274274 
0.790000 	 46 	 0.997753 	 0.996425 	 0.997089 	 0.567347 	 0.218776 	 0.348571 
0.790000 	 47 	 0.996394 	 0.979616 	 0.987934 	 2.280611 	 0.337868 	 1.942743 
0.790000 	 48 	 0.995645 	 0.961300 	 0.978171 	 3.840000 	 0.376327 	 3.463673 
0.790000 	 49 	 0.993488 	 0.953057 	 0.972853 	 4.793150 	 0.562903 	 4.230248 
0.790000 	 50 	 0.963848 	 0.972619 	 0.968214 	 5.242085 	 2.994516 	 2.247569 
0.790000 	 51 	 0.983647 	 0.959447 	 0.971396 	 4.720296 	 1.332484 	 3.387812 
0.790000 	 52 	 0.934709 	 0.968205 	 0.951162 	 7.670956 	 5.217922 	 2.453034 
0.800000 	 1 	 0.880170 	 0.847779 	 0.863671 	 12.072204 	 5.206138 	 6.866066 
0.800000 	 2 	 0.776358 	 0.957915 	 0.857633 	 9.147666 	 7.937153 	 1.210513 
0.800000 	 3 	 0.930775 	 0.594867 	 0.725842 	 40.041506 	 3.942221 	 36.099284 
0.800000 	 4 	 0.891383 	 0.940579 	 0.915321 	 9.333020 	 6.146401 	 3.186618 
0.800000 	 5 	 0.973812 	 0.996504 	 0.985027 	 2.812505 	 2.487922 	 0.324584 
0.800000 	 6 	 0.860403 	 0.948193 	 0.902167 	 10.855043 	 8.120407 	 2.734636 
0.800000 	 7 	 0.875396 	 0.895656 	 0.885410 	 15.183242 	 8.349465 	 6.833777 
0.800000 	 8 	 0.705014 	 0.906471 	 0.793150 	 26.475070 	 21.237881 	 5.237189 
0.800000 	 9 	 0.732919 	 0.818408 	 0.773308 	 28.847547 	 17.930098 	 10.917449 
0.800000 	 10 	 0.942501 	 0.895558 	 0.918430 	 12.685724 	 4.356925 	 8.328799 
0.800000 	 11 	 0.894087 	 0.761154 	 0.822282 	 19.706181 	 5.400508 	 14.305673 
0.800000 	 12 	 0.947774 	 0.971334 	 0.959409 	 6.598456 	 4.297077 	 2.301379 
0.800000 	 13 	 0.977095 	 0.964997 	 0.971008 	 4.662858 	 1.830509 	 2.832348 
0.800000 	 14 	 0.884752 	 0.983328 	 0.931439 	 11.644775 	 10.303668 	 1.341107 
0.800000 	 15 	 0.962108 	 0.987208 	 0.974497 	 3.755918 	 2.826122 	 0.929796 
0.800000 	 16 	 0.977231 	 0.997219 	 0.987124 	 2.237551 	 1.998367 	 0.239184 
0.800000 	 17 	 0.850403 	 0.955425 	 0.899860 	 9.435814 	 7.457892 	 1.977922 
0.800000 	 18 	 0.982278 	 0.997973 	 0.990064 	 1.263158 	 1.135368 	 0.127790 
0.800000 	 19 	 0.996800 	 0.863461 	 0.925351 	 11.479583 	 0.228445 	 11.251138 
0.800000 	 20 	 0.866369 	 0.949789 	 0.906163 	 9.890368 	 7.365810 	 2.524558 
0.800000 	 21 	 0.899544 	 0.916642 	 0.908013 	 8.533746 	 4.703567 	 3.830179 
0.800000 	 22 	 0.893796 	 0.942213 	 0.917366 	 8.027446 	 5.294591 	 2.732855 
0.800000 	 23 	 0.837108 	 0.966864 	 0.897320 	 8.822002 	 7.500921 	 1.321080 
0.800000 	 24 	 0.968155 	 0.886654 	 0.925614 	 7.646465 	 1.564815 	 6.081650 
0.800000 	 25 	 0.996611 	 0.957983 	 0.976915 	 4.293431 	 0.308929 	 3.984502 
0.800000 	 26 	 0.964321 	 0.936627 	 0.950272 	 7.023025 	 2.482777 	 4.540248 
0.800000 	 27 	 0.985545 	 0.925974 	 0.954831 	 6.699165 	 1.038532 	 5.660633 
0.800000 	 28 	 0.704461 	 0.974406 	 0.817731 	 17.267338 	 16.249937 	 1.017400 
0.800000 	 29 	 0.960544 	 0.961585 	 0.961064 	 5.081966 	 2.576309 	 2.505656 
0.800000 	 30 	 0.854381 	 0.966764 	 0.907105 	 10.652231 	 8.864250 	 1.787981 
0.800000 	 31 	 0.914579 	 0.947744 	 0.930866 	 9.299419 	 5.847453 	 3.451966 
0.800000 	 32 	 0.953463 	 0.962904 	 0.958160 	 4.617019 	 2.580319 	 2.036700 
0.800000 	 33 	 0.694877 	 0.969486 	 0.809528 	 16.028813 	 14.956747 	 1.072066 
0.800000 	 34 	 0.821795 	 0.920451 	 0.868330 	 11.308049 	 8.085574 	 3.222475 
0.800000 	 35 	 0.973381 	 0.998827 	 0.985940 	 2.279389 	 2.185556 	 0.093833 
0.800000 	 36 	 0.997344 	 0.974890 	 0.985989 	 2.476033 	 0.231995 	 2.244038 
0.800000 	 37 	 0.991606 	 0.824137 	 0.900148 	 13.995365 	 0.534006 	 13.461359 
0.800000 	 38 	 0.880661 	 0.928159 	 0.903786 	 10.733229 	 6.831306 	 3.901922 
0.800000 	 39 	 0.762245 	 0.974536 	 0.855416 	 16.798516 	 15.500068 	 1.298448 
0.800000 	 40 	 0.974587 	 0.958682 	 0.966569 	 5.548387 	 2.091503 	 3.456884 
0.800000 	 41 	 0.984295 	 0.995637 	 0.989934 	 1.371429 	 1.075918 	 0.295510 
0.800000 	 42 	 0.983798 	 0.995664 	 0.989695 	 1.739950 	 1.376082 	 0.363868 
0.800000 	 43 	 0.957454 	 0.978127 	 0.967680 	 3.377681 	 2.246951 	 1.130729 
0.800000 	 44 	 0.928850 	 0.952292 	 0.940425 	 7.831832 	 4.735042 	 3.096789 
0.800000 	 45 	 0.977252 	 0.983714 	 0.980472 	 3.094069 	 1.808081 	 1.285988 
0.800000 	 46 	 0.997703 	 0.996459 	 0.997080 	 0.568980 	 0.223673 	 0.345306 
0.800000 	 47 	 0.996403 	 0.979573 	 0.987916 	 2.283891 	 0.337048 	 1.946843 
0.800000 	 48 	 0.995654 	 0.961282 	 0.978166 	 3.840816 	 0.375510 	 3.465306 
0.800000 	 49 	 0.993479 	 0.953094 	 0.972868 	 4.790607 	 0.563750 	 4.226857 
0.800000 	 50 	 0.964217 	 0.972240 	 0.968212 	 5.240402 	 2.961711 	 2.278692 
0.800000 	 51 	 0.983627 	 0.959457 	 0.971392 	 4.721134 	 1.334161 	 3.386974 
0.800000 	 52 	 0.935010 	 0.967859 	 0.951151 	 7.670120 	 5.190332 	 2.479788 
0.810000 	 1 	 0.881407 	 0.845797 	 0.863235 	 12.088606 	 5.133147 	 6.955459 
0.810000 	 2 	 0.819776 	 0.955177 	 0.882312 	 7.329409 	 6.040129 	 1.289279 
0.810000 	 3 	 0.930818 	 0.592778 	 0.724298 	 40.211152 	 3.925751 	 36.285401 
0.810000 	 4 	 0.892435 	 0.939984 	 0.915593 	 9.294374 	 6.075830 	 3.218543 
0.810000 	 5 	 0.973829 	 0.996504 	 0.985036 	 2.810845 	 2.486261 	 0.324584 
0.810000 	 6 	 0.861811 	 0.947481 	 0.902618 	 10.791583 	 8.019372 	 2.772211 
0.810000 	 7 	 0.875636 	 0.894260 	 0.884850 	 15.243375 	 8.318163 	 6.925212 
0.810000 	 8 	 0.706759 	 0.905544 	 0.793897 	 26.327625 	 21.038542 	 5.289083 
0.810000 	 9 	 0.733853 	 0.815527 	 0.772537 	 28.872530 	 17.781868 	 11.090662 
0.810000 	 10 	 0.943046 	 0.893186 	 0.917439 	 12.819654 	 4.301678 	 8.517976 
0.810000 	 11 	 0.897411 	 0.759189 	 0.822534 	 19.621507 	 5.198137 	 14.423370 
0.810000 	 12 	 0.948330 	 0.970800 	 0.959434 	 6.590668 	 4.246454 	 2.344214 
0.810000 	 13 	 0.977232 	 0.964743 	 0.970948 	 4.671663 	 1.818769 	 2.852894 
0.810000 	 14 	 0.884769 	 0.983328 	 0.931448 	 11.643050 	 10.301943 	 1.341107 
0.810000 	 15 	 0.960600 	 0.987635 	 0.973930 	 3.843265 	 2.944490 	 0.898776 
0.810000 	 16 	 0.977070 	 0.997333 	 0.987097 	 2.242449 	 2.013061 	 0.229388 
0.810000 	 17 	 0.855709 	 0.953800 	 0.902095 	 9.186686 	 7.136626 	 2.050060 
0.810000 	 18 	 0.982567 	 0.997947 	 0.990197 	 1.245955 	 1.116527 	 0.129429 
0.810000 	 19 	 0.997037 	 0.860525 	 0.923765 	 11.703814 	 0.210743 	 11.493071 
0.810000 	 20 	 0.868831 	 0.948172 	 0.906769 	 9.803198 	 7.197338 	 2.605860 
0.810000 	 21 	 0.904172 	 0.912724 	 0.908428 	 8.455033 	 4.444817 	 4.010216 
0.810000 	 22 	 0.898082 	 0.939339 	 0.918247 	 7.910012 	 5.041270 	 2.868742 
0.810000 	 23 	 0.841100 	 0.965961 	 0.899217 	 8.632678 	 7.275576 	 1.357102 
0.810000 	 24 	 0.969866 	 0.882105 	 0.923906 	 7.796296 	 1.470539 	 6.325758 
0.810000 	 25 	 0.996647 	 0.957695 	 0.976783 	 4.317326 	 0.305515 	 4.011811 
0.810000 	 26 	 0.964592 	 0.936075 	 0.950120 	 7.041554 	 2.461722 	 4.579831 
0.810000 	 27 	 0.985829 	 0.924721 	 0.954298 	 6.772922 	 1.016489 	 5.756433 
0.810000 	 28 	 0.706351 	 0.973732 	 0.818765 	 17.135871 	 16.091675 	 1.044196 
0.810000 	 29 	 0.961149 	 0.960592 	 0.960870 	 5.102993 	 2.532572 	 2.570422 
0.810000 	 30 	 0.859213 	 0.965452 	 0.909239 	 10.368944 	 8.510352 	 1.858592 
0.810000 	 31 	 0.914883 	 0.947407 	 0.930861 	 9.296850 	 5.822624 	 3.474226 
0.810000 	 32 	 0.953560 	 0.962843 	 0.958179 	 4.614529 	 2.574509 	 2.040020 
0.810000 	 33 	 0.698817 	 0.968121 	 0.811716 	 15.779730 	 14.659699 	 1.120031 
0.810000 	 34 	 0.826741 	 0.917508 	 0.869763 	 11.130889 	 7.789187 	 3.341702 
0.810000 	 35 	 0.973587 	 0.998796 	 0.986030 	 2.264442 	 2.168118 	 0.096324 
0.810000 	 36 	 0.997546 	 0.973707 	 0.985482 	 2.563884 	 0.214083 	 2.349800 
0.810000 	 37 	 0.992281 	 0.818425 	 0.897007 	 14.385893 	 0.487312 	 13.898581 
0.810000 	 38 	 0.882702 	 0.926581 	 0.904109 	 10.675229 	 6.687569 	 3.987660 
0.810000 	 39 	 0.765642 	 0.973639 	 0.857203 	 16.541029 	 15.196842 	 1.344186 
0.810000 	 40 	 0.975045 	 0.958218 	 0.966558 	 5.547544 	 2.051866 	 3.495678 
0.810000 	 41 	 0.984074 	 0.995733 	 0.989869 	 1.380408 	 1.091429 	 0.288980 
0.810000 	 42 	 0.983731 	 0.995703 	 0.989681 	 1.742431 	 1.381871 	 0.360560 
0.810000 	 43 	 0.958859 	 0.977236 	 0.967960 	 3.344399 	 2.167587 	 1.176812 
0.810000 	 44 	 0.929332 	 0.951703 	 0.940385 	 7.832664 	 4.697601 	 3.135062 
0.810000 	 45 	 0.977673 	 0.983194 	 0.980426 	 3.099926 	 1.772940 	 1.326986 
0.810000 	 46 	 0.997645 	 0.996492 	 0.997068 	 0.571429 	 0.229388 	 0.342041 
0.810000 	 47 	 0.996411 	 0.979504 	 0.987885 	 2.289632 	 0.336228 	 1.953404 
0.810000 	 48 	 0.995654 	 0.961218 	 0.978133 	 3.846531 	 0.375510 	 3.471020 
0.810000 	 49 	 0.993488 	 0.953038 	 0.972843 	 4.794846 	 0.562903 	 4.231943 
0.810000 	 50 	 0.964419 	 0.971871 	 0.968131 	 5.252179 	 2.943205 	 2.308973 
0.810000 	 51 	 0.983862 	 0.958985 	 0.971264 	 4.740421 	 1.314035 	 3.426386 
0.810000 	 52 	 0.935942 	 0.967089 	 0.951261 	 7.645874 	 5.106725 	 2.539149 
0.820000 	 1 	 0.883390 	 0.843106 	 0.862778 	 12.096807 	 5.019970 	 7.076837 
0.820000 	 2 	 0.823776 	 0.947394 	 0.881271 	 7.342675 	 5.829533 	 1.513142 
0.820000 	 3 	 0.932075 	 0.589978 	 0.722581 	 40.365975 	 3.831045 	 36.534930 
0.820000 	 4 	 0.892813 	 0.938997 	 0.915323 	 9.317057 	 6.045586 	 3.271472 
0.820000 	 5 	 0.973701 	 0.996504 	 0.984971 	 2.823297 	 2.498713 	 0.324584 
0.820000 	 6 	 0.865013 	 0.945377 	 0.903411 	 10.670508 	 7.787241 	 2.883267 
0.820000 	 7 	 0.876728 	 0.892838 	 0.884710 	 15.240080 	 8.221785 	 7.018295 
0.820000 	 8 	 0.709188 	 0.904515 	 0.795030 	 26.115930 	 20.769186 	 5.346743 
0.820000 	 9 	 0.735436 	 0.813436 	 0.772472 	 28.809240 	 17.592832 	 11.216409 
0.820000 	 10 	 0.943499 	 0.891485 	 0.916755 	 12.910894 	 4.257314 	 8.653581 
0.820000 	 11 	 0.900588 	 0.757281 	 0.822741 	 19.544454 	 5.006774 	 14.537680 
0.820000 	 12 	 0.948568 	 0.970619 	 0.959467 	 6.583853 	 4.225037 	 2.358817 
0.820000 	 13 	 0.977243 	 0.964671 	 0.970916 	 4.676555 	 1.817790 	 2.858764 
0.820000 	 14 	 0.884827 	 0.982985 	 0.931327 	 11.661161 	 10.292456 	 1.368705 
0.820000 	 15 	 0.959396 	 0.988197 	 0.973583 	 3.897959 	 3.040000 	 0.857959 
0.820000 	 16 	 0.976944 	 0.997399 	 0.987066 	 2.248163 	 2.024490 	 0.223673 
0.820000 	 17 	 0.860540 	 0.952174 	 0.904041 	 8.969434 	 6.847235 	 2.122198 
0.820000 	 18 	 0.982754 	 0.997883 	 0.990261 	 1.237764 	 1.104239 	 0.133524 
0.820000 	 19 	 0.997302 	 0.858458 	 0.922686 	 11.854705 	 0.191354 	 11.663351 
0.820000 	 20 	 0.870600 	 0.946605 	 0.907013 	 9.758776 	 7.074127 	 2.684648 
0.820000 	 21 	 0.907123 	 0.909735 	 0.908428 	 8.427399 	 4.279853 	 4.147546 
0.820000 	 22 	 0.902209 	 0.936679 	 0.919121 	 7.795933 	 4.801369 	 2.994564 
0.820000 	 23 	 0.843971 	 0.964931 	 0.900407 	 8.510371 	 7.112221 	 1.398150 
0.820000 	 24 	 0.971467 	 0.879171 	 0.923017 	 7.868687 	 1.385522 	 6.483165 
0.820000 	 25 	 0.996693 	 0.957371 	 0.976636 	 4.343782 	 0.301249 	 4.042533 
0.820000 	 26 	 0.964764 	 0.935640 	 0.949979 	 7.059240 	 2.448247 	 4.610992 
0.820000 	 27 	 0.986327 	 0.923690 	 0.953981 	 6.814463 	 0.979187 	 5.835276 
0.820000 	 28 	 0.708657 	 0.973016 	 0.820058 	 16.974259 	 15.901593 	 1.072667 
0.820000 	 29 	 0.961554 	 0.960140 	 0.960847 	 5.103835 	 2.503974 	 2.599860 
0.820000 	 30 	 0.863152 	 0.963795 	 0.910702 	 10.168038 	 8.220341 	 1.947697 
0.820000 	 31 	 0.915601 	 0.946656 	 0.930869 	 9.288289 	 5.764407 	 3.523882 
0.820000 	 32 	 0.953587 	 0.962813 	 0.958178 	 4.614529 	 2.572849 	 2.041680 
0.820000 	 33 	 0.702337 	 0.966588 	 0.813543 	 15.566832 	 14.392945 	 1.173887 
0.820000 	 34 	 0.831286 	 0.914420 	 0.870873 	 10.984794 	 7.517989 	 3.466805 
0.820000 	 35 	 0.973744 	 0.998765 	 0.986096 	 2.253647 	 2.154832 	 0.098815 
0.820000 	 36 	 0.997690 	 0.972829 	 0.985102 	 2.629559 	 0.201290 	 2.428269 
0.820000 	 37 	 0.992767 	 0.812879 	 0.893862 	 14.776422 	 0.453353 	 14.323069 
0.820000 	 38 	 0.885349 	 0.923934 	 0.904230 	 10.629839 	 6.498441 	 4.131398 
0.820000 	 39 	 0.769293 	 0.972277 	 0.858956 	 16.281847 	 14.868207 	 1.413640 
0.820000 	 40 	 0.975482 	 0.957684 	 0.966501 	 5.554291 	 2.013915 	 3.540375 
0.820000 	 41 	 0.983783 	 0.995830 	 0.989770 	 1.394286 	 1.111837 	 0.282449 
0.820000 	 42 	 0.983674 	 0.995713 	 0.989657 	 1.746566 	 1.386833 	 0.359733 
0.820000 	 43 	 0.960484 	 0.975800 	 0.968081 	 3.326478 	 2.075422 	 1.251056 
0.820000 	 44 	 0.930024 	 0.950921 	 0.940356 	 7.830167 	 4.644352 	 3.185816 
0.820000 	 45 	 0.977987 	 0.982951 	 0.980462 	 3.093232 	 1.747003 	 1.346229 
0.820000 	 46 	 0.997561 	 0.996542 	 0.997051 	 0.574694 	 0.237551 	 0.337143 
0.820000 	 47 	 0.996437 	 0.979478 	 0.987885 	 2.289632 	 0.333768 	 1.955864 
0.820000 	 48 	 0.995654 	 0.961227 	 0.978138 	 3.845714 	 0.375510 	 3.470204 
0.820000 	 49 	 0.993555 	 0.952765 	 0.972732 	 4.813496 	 0.556968 	 4.256528 
0.820000 	 50 	 0.965177 	 0.971061 	 0.968110 	 5.251337 	 2.875913 	 2.375425 
0.820000 	 51 	 0.984193 	 0.958112 	 0.970977 	 4.784866 	 1.285524 	 3.499342 
0.820000 	 52 	 0.936811 	 0.965876 	 0.951121 	 7.659251 	 5.026462 	 2.632789 
0.830000 	 1 	 0.887574 	 0.840306 	 0.863294 	 12.004133 	 4.800997 	 7.203136 
0.830000 	 2 	 0.825748 	 0.947164 	 0.882298 	 7.268883 	 5.749109 	 1.519774 
0.830000 	 3 	 0.932601 	 0.585329 	 0.719240 	 40.718445 	 3.769281 	 36.949164 
0.830000 	 4 	 0.893080 	 0.938480 	 0.915217 	 9.324618 	 6.025422 	 3.299196 
0.830000 	 5 	 0.973642 	 0.996504 	 0.984940 	 2.829108 	 2.504524 	 0.324584 
0.830000 	 6 	 0.872393 	 0.942292 	 0.905996 	 10.321476 	 7.275384 	 3.046092 
0.830000 	 7 	 0.881616 	 0.888059 	 0.884826 	 15.141231 	 7.809913 	 7.331318 
0.830000 	 8 	 0.711020 	 0.903117 	 0.795638 	 25.978369 	 20.553373 	 5.424996 
0.830000 	 9 	 0.737002 	 0.811718 	 0.772558 	 28.734292 	 17.414622 	 11.319671 
0.830000 	 10 	 0.944466 	 0.889018 	 0.915904 	 13.018876 	 4.168585 	 8.850291 
0.830000 	 11 	 0.903592 	 0.755259 	 0.822794 	 19.485182 	 4.826418 	 14.658764 
0.830000 	 12 	 0.949127 	 0.970315 	 0.959604 	 6.558542 	 4.175388 	 2.383154 
0.830000 	 13 	 0.977305 	 0.964248 	 0.970732 	 4.704927 	 1.811920 	 2.893007 
0.830000 	 14 	 0.885541 	 0.981538 	 0.931071 	 11.690485 	 10.205349 	 1.485136 
0.830000 	 15 	 0.958149 	 0.988612 	 0.973142 	 3.966531 	 3.138776 	 0.827755 
0.830000 	 16 	 0.976838 	 0.997513 	 0.987067 	 2.248163 	 2.034286 	 0.213878 
0.830000 	 17 	 0.865229 	 0.950624 	 0.905919 	 8.761408 	 6.570427 	 2.190981 
0.830000 	 18 	 0.983118 	 0.997805 	 0.990407 	 1.218923 	 1.080483 	 0.138439 
0.830000 	 19 	 0.997508 	 0.855747 	 0.921206 	 12.062919 	 0.176181 	 11.886738 
0.830000 	 20 	 0.872648 	 0.944905 	 0.907340 	 9.703457 	 6.933315 	 2.770141 
0.830000 	 21 	 0.909700 	 0.906218 	 0.907956 	 8.442472 	 4.133311 	 4.309161 
0.830000 	 22 	 0.905886 	 0.933876 	 0.919668 	 7.715407 	 4.588310 	 3.127097 
0.830000 	 23 	 0.846282 	 0.964070 	 0.901344 	 8.414033 	 6.981537 	 1.432497 
0.830000 	 24 	 0.972578 	 0.875782 	 0.921646 	 7.989899 	 1.324916 	 6.664983 
0.830000 	 25 	 0.996738 	 0.957029 	 0.976480 	 4.371944 	 0.296982 	 4.074962 
0.830000 	 26 	 0.965017 	 0.935217 	 0.949883 	 7.070188 	 2.428877 	 4.641311 
0.830000 	 27 	 0.986639 	 0.922703 	 0.953601 	 6.866178 	 0.955449 	 5.910729 
0.830000 	 28 	 0.712345 	 0.971941 	 0.822137 	 16.717188 	 15.601815 	 1.115372 
0.830000 	 29 	 0.962179 	 0.959251 	 0.960712 	 5.117292 	 2.459396 	 2.657897 
0.830000 	 30 	 0.867553 	 0.961795 	 0.912246 	 9.954523 	 7.899227 	 2.055295 
0.830000 	 31 	 0.916651 	 0.945567 	 0.930884 	 9.275447 	 5.679649 	 3.595798 
0.830000 	 32 	 0.953682 	 0.962707 	 0.958173 	 4.614529 	 2.567039 	 2.047490 
0.830000 	 33 	 0.705825 	 0.965319 	 0.815425 	 15.353933 	 14.135447 	 1.218486 
0.830000 	 34 	 0.834897 	 0.911228 	 0.871394 	 10.895794 	 7.299687 	 3.596108 
0.830000 	 35 	 0.973930 	 0.998734 	 0.986176 	 2.240361 	 2.139055 	 0.101306 
0.830000 	 36 	 0.997825 	 0.971846 	 0.984664 	 2.705469 	 0.189349 	 2.516120 
0.830000 	 37 	 0.993183 	 0.806358 	 0.890072 	 15.245906 	 0.423639 	 14.822267 
0.830000 	 38 	 0.888150 	 0.922170 	 0.904840 	 10.534854 	 6.307632 	 4.227223 
0.830000 	 39 	 0.772491 	 0.971148 	 0.860503 	 16.055699 	 14.584463 	 1.471236 
